sample_id,utterance,context,gold_label,free_emotions,free_emotions_norm,mapped_label,mapping_method,mapping_confidence,mapping_reason,is_demo
S0198,"Oh well thats what I thought about my first husband, now Im lucky if my kid gets to spend the weekend with her father and the twins and little Ms. New Boobs.","Rachel: Well then he gets a divorce, its Ross! Janice: Im telling you Rachel, listen to Janice. They all say theyre gonna be there until they start their real family. Rachel: Well IThats never gonna happen with Ross.",disgust,disappointment|resignation,disappointment|resignation,sadness,hybrid_dictionary_plus_fallback,0.75,Dictionary majority vote over normalized emotion words.,false
S0197,You gotta take care of yourselves!,"Phoebe: Yeah, uh-huh. Phoebe: Yeah, oh, ""Your mom probably won't kill herself,"" yknow? Phoebe: I'm sorry, but I'm not hanging all my hopes of Rachel and I living together on-on ""Probably!""",neutral,concern|advice,concern|advice,neutral,heuristic_llm_fallback,0.55,"Unresolved words: concern, advice; used text-level fallback.",false
S0199,"So you might say, its a magic ring.","Ross: That ring? When my grandmother first came to this country, that ring and the clothes on her back were all she had with her. Chandler: So you might say, the ring is irreplaceable? Ross: Oh absolutely! It has been in my family for generations, and every bride who has worn it has had a long and happy life.",joy,reflective|empathetic,reflective|empathetic,joy,heuristic_llm_fallback,0.55,"Unresolved words: reflective, empathetic; used text-level fallback.",false
S0200,"Well, I-I said yes.",Monica: Is he crazy?! You just had Ross’s baby!,fear,,,neutral,default_neutral,0.4,No mappable emotion words found.,false
S0201,Oh my God Monica!,Phoebe: So-so you two were married huh? What happened? You just drift apart? Mrs. Geller: Here comes the bride.,surprise,surprise|admiration,surprise|admiration,surprise,hybrid_dictionary_plus_fallback,0.75,Dictionary majority vote over normalized emotion words.,false
S0202,Well then we still have a problem.,"Rachel: You guys! It was bananas, cream, and beef! I-I just cannot believe that you ate that so that I wouldnt feel bad! Chandler: So, you stole my joke, and you stole my money. Chandler: Sorry, I just dont like the idea of when I say ""I do,"" hes thinking, ""Yeah, Id do her too!""",neutral,concern|frustration,concern|frustration,neutral,heuristic_llm_fallback,0.55,"Unresolved words: concern, frustration; used text-level fallback.",false
S0203,"Well, Chandler and I are in a bar",Monica: What happened in Atlantic City?!,neutral,casual|neutral,casual|neutral,neutral,dictionary,0.8500000000000001,Dictionary majority vote over normalized emotion words.,false
S0204,You think?,"Ross: He could never get a woman like that in a million years. Phoebe: Oh, oh, but y'know, you always see these really beautiful women with these really nothing guys, you could be one of those guys. Monica: You could do that!",surprise,skepticism|curiosity,skepticism|curiosity,neutral,heuristic_llm_fallback,0.55,"Unresolved words: skepticism, curiosity; used text-level fallback.",false
S0205,Wow!,,surprise,surprise|awe,surprise|awe,surprise,hybrid_dictionary_plus_fallback,0.75,Dictionary majority vote over normalized emotion words.,false
S0206,I thought they could...I'll try to get back as soon as I can. I'm sorry.,"Ross: So, um, what do you do for a living? Kristin: Well, um, for the past few years I've been working.....which is funny because, that wasn't even my major. Carol: Oh no. I thought you said they could shoot the spot without you.",sadness,apologetic|hurried,apologetic|hurried,neutral,heuristic_llm_fallback,0.55,"Unresolved words: apologetic, hurried; used text-level fallback.",false
S0208,"Oh, no no no. I'm fine. I'm fine.","Ross: Cause she's, she's alone now, and pregnant, and, and sad. Kristin: I guess. Ross: Are you sure? Great. Carol? Wanna come over and join us?",neutral,dismissal|unease,dismissal|unease,sadness,heuristic_llm_fallback,0.55,"Unresolved words: dismissal, unease; used text-level fallback.",false
S0207,"Cause she's, she's alone now, and pregnant, and, and sad.","Susan: I thought they could...I'll try to get back as soon as I can. I'm sorry. Ross: Now that is funny. Ross: Hey, do you think...would it be too weird if I invited Carol over to join us?",sadness,sympathy|concern,sympathy|concern,sadness,heuristic_llm_fallback,0.55,"Unresolved words: sympathy, concern; used text-level fallback.",false
S0210,"I mean, I mean I was gonna be homeless.","Joey: Oh, Im sorry. Thank you Chandler. Rachel: Anyway, theres this big charity ball this weekend and Ralph Lauren bought a table, so I kinda have to go Rachel: Ross-Ross, you have no idea what this means to me!",sadness,anxiety|hopefulness,anxiety|hopefulness,fear,hybrid_dictionary_plus_fallback,0.75,Dictionary majority vote over normalized emotion words.,false
S0209,Oh!,Rachel: Now we can go eat. Rachel: Lets go. Paul: It was horrible. They called me chicken boy.,surprise,,,neutral,default_neutral,0.4,No mappable emotion words found.,false
S0211,Whats the charity?,"Joey: Oh, Im sorry. Thank you Chandler. Rachel: Anyway, theres this big charity ball this weekend and Ralph Lauren bought a table, so I kinda have to go Rachel: Ross-Ross, you have no idea what this means to me!",neutral,curious|inquisitive,curious|inquisitive,neutral,heuristic_llm_fallback,0.55,"Unresolved words: curious, inquisitive; used text-level fallback.",false
S0212,Does it?,"Ross: And so I wanted to read every word carefully, twice! Rachel: So umm, does it? Ross: Im sorry.",fear,curious|tentative,curious|tentative,neutral,heuristic_llm_fallback,0.55,"Unresolved words: curious, tentative; used text-level fallback.",false
S0214,What?,"Monica: We know how tough those parent/teacher conferences can be. Rachel: You don't know anything. Joey: Ohh, I know one thing!",joy,confusion|defiance,confusion|defiance,neutral,heuristic_llm_fallback,0.55,"Unresolved words: confusion, defiance; used text-level fallback.",false
S0213,"Cause I kinda all ready told her uh, it was, it was already taken care of.",Russell: And well need you and Rachel to testify before a judge. Ross: Ooh! Ross: Theres no way to do this without her?,fear,relieved|explanatory,relieved|explanatory,joy,hybrid_dictionary_plus_fallback,0.75,Dictionary majority vote over normalized emotion words.,false
S0215,"Oh, I know. Look at him.","Ross: But I'll still always come back, like this. Chandler: And sometimes, I'll want you to steal third, and I'll go like this. Monica: He is so amazing.",joy,appreciation|admiration,appreciation|admiration,neutral,heuristic_llm_fallback,0.55,"Unresolved words: appreciation, admiration; used text-level fallback.",false
S0216,No! Dont say that! Dont say that!,Ben: Oh damnit!,fear,distress|urgency,distress|urgency,neutral,heuristic_llm_fallback,0.55,"Unresolved words: distress, urgency; used text-level fallback.",false
S0217,I won! I won! I finally won!,,surprise,joy|excitement,joy|excitement,joy,dictionary,0.8500000000000001,Dictionary majority vote over normalized emotion words.,false
S0218,No!,"Chandler: Bamboozled? Joey: Yeah, isnt that a cool name? Ross: Yeah!",disgust,disbelief|annoyance,disbelief|annoyance,anger,hybrid_dictionary_plus_fallback,0.75,Dictionary majority vote over normalized emotion words.,false
S0219,"Hi, I was wondering if it is possible to increase security in the Paleontology section?","The Librarian: Well, yes! Just give me five minutes, I just have to find someone to cover my shift. Ross: No! No!! No! Can I speak to someone in charge please?! The Head Librarian: How can I help you?",anger,urgent|anxious,urgent|anxious,fear,hybrid_dictionary_plus_fallback,0.75,Dictionary majority vote over normalized emotion words.,false
S0220,"Oh I know, I helped pick out the ring.",Phoebe: Hi. Ross: Hey-hey Pheebs! Ross: Chandlers gonna ask Monica to marry him!,neutral,happy|proud,happy|proud,joy,hybrid_dictionary_plus_fallback,0.75,Dictionary majority vote over normalized emotion words.,false
S0222,"Geez, sounds like you should be going on this date!","Ross: You know what? Ross: She loves architecture, you know what you should do? Ross: You should take a walk down fifth to the Saint Patrick's Cathedral and there    there's this great little pastry shop that she'd love.",surprise,sarcastic|amused,sarcastic|amused,joy,hybrid_dictionary_plus_fallback,0.75,Dictionary majority vote over normalized emotion words.,false
S0221,"Well, maybe thats because youre closer to you. So you look bigger to you from where you are.","Joey: Hey! Ross: They dont look any bigger than me! Chandler: With a chick-chick here, and a chick-chick there.",anger,confident|playful,confident|playful,neutral,heuristic_llm_fallback,0.55,"Unresolved words: confident, playful; used text-level fallback.",false
S0224,"Where is that book that you are reading with the two women who were ice-skating and wearing, wearing those hats with the flowers on it?","Monica: Deep Impact Chandler: Sorry, I justcant sleep. Chandler: Ooh!",neutral,curious|playful,curious|playful,neutral,heuristic_llm_fallback,0.55,"Unresolved words: curious, playful; used text-level fallback.",false
S0223,"Thats, thats, thats a big candy bar. (Shes holding one of those huge","Emily: Oh my God! What are you doing here? Ross: I just, I had to see you one more time before you took-off. Emily: You are so sweet.",sadness,surprise|amusement,surprise|amusement,neutral,default_neutral,0.4,No mappable emotion words found.,false
S0225,That's okay.,"Joey: Huh? Joey: And-and-and I wrote a song for us! Joey: (Singing, to the tune of",neutral,reassuring|calm,reassuring|calm,neutral,hybrid_dictionary_plus_fallback,0.75,Dictionary majority vote over normalized emotion words.,false
S0226,"Well, shell understand right? Its not like I did it on purpose.",,sadness,apologetic|defensive,apologetic|defensive,neutral,heuristic_llm_fallback,0.55,"Unresolved words: apologetic, defensive; used text-level fallback.",false
S0227,...Oh God.,"Shelley: Okay. He's cute, he's funny, he's- Chandler: He's a he? Shelley: Well yeah!",fear,surprise|exasperation,surprise|exasperation,surprise,hybrid_dictionary_plus_fallback,0.75,Dictionary majority vote over normalized emotion words.,false
S0228,"I mean, last year Elizabeth now-now this kid.",Rachel: Really? Ross: Yeah! Ross: I dont know.,anger,confused|uncertain,confused|uncertain,neutral,heuristic_llm_fallback,0.55,"Unresolved words: confused, uncertain; used text-level fallback.",false
S0229,"Ten, even twenty minutes if you need it.","Richard: Yeah, I understand. Richard: Take as much time as you want.",neutral,patient|supportive,patient|supportive,neutral,heuristic_llm_fallback,0.55,"Unresolved words: patient, supportive; used text-level fallback.",false
S0230,"Were really gonna do this, huh?",,surprise,uncertainty|hesitation,uncertainty|hesitation,neutral,heuristic_llm_fallback,0.55,"Unresolved words: uncertainty, hesitation; used text-level fallback.",false
S0232,"Well uh, you and I are just goofing around, I thought, why not goof around with him.","Chandler: So, are you really gonna go out with that nurse man?",neutral,playful|curious,playful|curious,neutral,heuristic_llm_fallback,0.55,"Unresolved words: playful, curious; used text-level fallback.",false
S0231,Not nice enough.,"Girl: Why dont you look in the mirror, scrud. Ross: I dont have too. I can just look at you. Leader: All right girls, and man. Lets see your final tallies.  Ohhhh, Debbie,  321 boxes of cookies,  Very nice.",anger,dismissive|unimpressed,dismissive|unimpressed,neutral,heuristic_llm_fallback,0.55,"Unresolved words: dismissive, unimpressed; used text-level fallback.",false
S0234,Look at me! I'm Chandler! Could I,"Joey: Okay, buddy-boy. Here it is. You hide my clothes, I'm wearing everything you own. Chandler: Oh my God!",joy,confusion|frustration,confusion|frustration,surprise,heuristic_llm_fallback,0.55,"Unresolved words: confusion, frustration; used text-level fallback.",false
S0233,He touched my fanny.,"Frank: Ow!-Ow!-Ow! Ow! Ow! Ow! Ow! Ow! Ow! Y'know, ow! Phoebe: Hey!-Hey! Whats going on? Frank: She broke my arm.",anger,shock|defiance,shock|defiance,surprise,hybrid_dictionary_plus_fallback,0.75,Dictionary majority vote over normalized emotion words.,false
S0235,"I said, ""Geez, relax Monnnnn.""","Monica: We're supposed to uh, be spending a romantic weekend together, it-it, what is the matter with you? Chandler: I just want to watch a little television. What is the big deal? Geez, relax mom. Monica: What did you say?",fear,annoyed|defensive,annoyed|defensive,anger,hybrid_dictionary_plus_fallback,0.75,Dictionary majority vote over normalized emotion words.,false
S0236,"Yeah, sure, sure I can bring some sandwiches.","Rachel: Hi, Joey! Rachel: Its Rachel! Rachel: Umm, I am free tomorrow night.",neutral,willing|neutral,willing|neutral,neutral,hybrid_dictionary_plus_fallback,0.75,Dictionary majority vote over normalized emotion words.,false
S0237,DANGER,Ross: What-what are you doing?! Are youOkay thats not funny! Just stop horsing around! Monica: I know I do. Phoebe: Why is Ross doing that?,fear,,,neutral,default_neutral,0.4,No mappable emotion words found.,false
S0238,Oh my God! Why is he jumping on those women!,"Rachel: I am not horsing around, okay? I am Porsching around. Ross: Hi. Ross: DANGER",surprise,shock|disgust,shock|disgust,neutral,default_neutral,0.4,No mappable emotion words found.,false
S0239,"But, now that youre not, Id really like to ask you out sometime.","Rachel: Oh, okay. Mark: Ive kinda of had this ah, this crush on you. Mark: But since you were with Ross, I-I didnt do anything about it.",fear,hopeful|nervous,hopeful|nervous,fear,hybrid_dictionary_plus_fallback,0.75,Dictionary majority vote over normalized emotion words.,false
S0240,"Me? Oh, no, I am not an actress.","Joey: Oh, you know, the writing was good, and the director is good,    and... and my co-star's good Rachel: God, you have to tell me what happens tomorrow! Joey: Ow, I'm just going over the script now! You wanna read lines with    me?",disgust,denial|hesitation,denial|hesitation,neutral,heuristic_llm_fallback,0.55,"Unresolved words: denial, hesitation; used text-level fallback.",false
S0241,I like a girl with a strong jaw.,"Chandler: Wh-why  would I when your name is Elaine? Chandler: Oh what a great picture of your son,  strapping! Chandler: That’s a picture of your daughter, isn’t it,  well she’s lovely.",sadness,admiration|surprise,admiration|surprise,surprise,hybrid_dictionary_plus_fallback,0.75,Dictionary majority vote over normalized emotion words.,false
S0242,"Yeah-yeah, there it is, just a phone number a really hot girl gave me.",Ross: Hello! Ross: What's this? Ross: Oh right its that girl's phone number.,joy,pride|excitement,pride|excitement,joy,hybrid_dictionary_plus_fallback,0.75,Dictionary majority vote over normalized emotion words.,false
S0243,You wanted to see me Professor Geller?,,joy,curious|polite,curious|polite,neutral,heuristic_llm_fallback,0.55,"Unresolved words: curious, polite; used text-level fallback.",false
S0244,"All right everyone, lift!  And slide!!","Rachel: Ross, I really dont think Ross: Lift!! And slide! Chandler: Okay, here we go.",joy,determined|energetic,determined|energetic,neutral,heuristic_llm_fallback,0.55,"Unresolved words: determined, energetic; used text-level fallback.",false
S0245,Hey sweetie.,"Chandler: No-no-no-no.  Hey! Phoebe: Anyway, I should go. Okay, bye.",neutral,affectionate|playful,affectionate|playful,neutral,heuristic_llm_fallback,0.55,"Unresolved words: affectionate, playful; used text-level fallback.",false
S0246,"Oh no-no, I cant do that.","Monica: Awww.  But still no. Chandler: No Im serious, we should tell each other Monica: Really? Okay, so why dont you tell me what happened to Ross Junior year at",fear,reluctant|hesitant,reluctant|hesitant,neutral,heuristic_llm_fallback,0.55,"Unresolved words: reluctant, hesitant; used text-level fallback.",false
S0247,"Yeah, he doesnt like me.","Chandler: Oh! Right. Umm, maybe thats because I didnt send him an invitation. Joey: Anyway, it wasnt the robot, it was the guy who controls him. Monica: Chandler! Hes your father.  he should be at the wedding.",anger,disappointed|resigned,disappointed|resigned,sadness,hybrid_dictionary_plus_fallback,0.75,Dictionary majority vote over normalized emotion words.,false
S0248,knock over the sandwich right when I was reaching for one!,Chandler: I dont even know the man. Okay? Were not that close. I havent seen him in years. Joey: He had C.H.E.E.S.E. Monica: Well what are you gonna do when he finds out he wasnt even asked?!,anger,frustration|annoyance,frustration|annoyance,anger,hybrid_dictionary_plus_fallback,0.75,Dictionary majority vote over normalized emotion words.,false
S0249,Dr. Geller!,"Ross: Listen, I gotta tell ya, I-Im having a great time! Ross: Yknow how before you said it might be weird, the whole student teacher thing, and to be frank I thought it would be too, but its not. Ross: I mean its not at all.",joy,surprise|joy,surprise|joy,neutral,default_neutral,0.4,No mappable emotion words found.,false
S0250,Oh good God! If you want a baby so bad just go steal it!,,anger,anger|frustration,anger|frustration,anger,hybrid_dictionary_plus_fallback,0.75,Dictionary majority vote over normalized emotion words.,false
S0251,What?,Chandler: Im not crazy about babies. Im crazy about us. Ross: Yeah. Charlton Heston: Who in the hell are you?,surprise,surprise|amusement,surprise|amusement,neutral,default_neutral,0.4,No mappable emotion words found.,false
S0252,So thanks for the warm welcome.,,neutral,,,neutral,default_neutral,0.4,No mappable emotion words found.,false
S0254,"Oh my God Ross, no, hang up the phone, give me the phone Ross, give me the phone, give me the phone, give me the.","Rachel: I'm just calling to say that um, everything's fine and I'm really happy for you and your Ross: Rach, I got a message from you. Rachel: Oh my God.",sadness,urgency|anxiety,urgency|anxiety,fear,hybrid_dictionary_plus_fallback,0.75,Dictionary majority vote over normalized emotion words.,false
S0253,"Oh its Bing, sir. Im sorry , I was just ah...","Doug: And remember, there is no I in team. Chandler: Yes, but theres two in martini, soo everybody Doug: You! Chuckles! Whats your name?",fear,apologetic|hesitant,apologetic|hesitant,neutral,heuristic_llm_fallback,0.55,"Unresolved words: apologetic, hesitant; used text-level fallback.",false
S0256,Ken Adams!!,"Rachel: I heard it from my friend Irene who heard it from some guy! Joey: Some guy!! Rachel: No. No, she told me his name was Ken Adams.",surprise,surprise|excitement,surprise|excitement,neutral,default_neutral,0.4,No mappable emotion words found.,false
S0255,This sounds like a hernia. You have toyou-youGo to the doctor!,"Rachel: Oh yeah, sure. Joey: But um, I dont think its anything serious. Rachel: Sorry I'm late, but I left late.",surprise,concern|urgency,concern|urgency,neutral,heuristic_llm_fallback,0.55,"Unresolved words: concern, urgency; used text-level fallback.",false
S0258,"I know. I know. But, can we please try it again? Huh? I mean, you were","Phoebe: Oh, hello liar. Ross: Look, I-Im really sorry I let go of the bike. Phoebe: I couldve been killed I hope you know!",sadness,apologetic|hesitant,apologetic|hesitant,anger,heuristic_llm_fallback,0.55,"Unresolved words: apologetic, hesitant; used text-level fallback.",false
S0257,"Okay. Yeah.  Yeah, Ill grab this one.","Kristen: But how about tomorrow? Joey: Sounds great! Okay, alright, well where does this go? Kristen: You look strong, why dont I take that and you grab one of the boxes.",neutral,cooperative|task-focused,cooperative|task-focused,joy,heuristic_llm_fallback,0.55,"Unresolved words: cooperative, task-focused; used text-level fallback.",false
S0260,Some days it's all I can think about.,"Monica: Mom already called this morning to remind me not to wear my hair up. Did you know my ears are not my best feature? Rachel: Its got all of these layers. Rachel: Y'know what, actually  Okay, okay, okay, what's so funny over here?",neutral,reflective|thoughtful,reflective|thoughtful,neutral,heuristic_llm_fallback,0.55,"Unresolved words: reflective, thoughtful; used text-level fallback.",false
S0259,How could you have kept all of this from me?,,fear,,,neutral,default_neutral,0.4,No mappable emotion words found.,false
S0262,"Well umm, Alexandra has been","Phoebe: I cant believe this! How long as this been going on? Host: Welcome everybody, welcome to Amazing Discoveries! Phoebe: You know what? You are right. I",neutral,uncertain|hesitant,uncertain|hesitant,neutral,heuristic_llm_fallback,0.55,"Unresolved words: uncertain, hesitant; used text-level fallback.",false
S0261,Ohh. And I dont even have a date.,"Emily: Its perfect. Ross: And, I dont know, if it starts to rain Emily: Well then well get wet.",sadness,disappointment|humor,disappointment|humor,sadness,hybrid_dictionary_plus_fallback,0.75,Dictionary majority vote over normalized emotion words.,false
S0264,What?,"Joey: That would be Casey. Were going out tonight. Chandler: Goin out, huh? Wow! Wow!  So things didnt work out with Kathy, huh? Bummer. Joey: No, things are fine with Kathy. Im having a late dinner with her tonight, right after my early dinner with Casey.",surprise,confusion|surprise,confusion|surprise,surprise,hybrid_dictionary_plus_fallback,0.75,Dictionary majority vote over normalized emotion words.,false
S0263,"You guys, can we please not watch this all right.","Monica: Well umm, Alexandra has been Phoebe: Oh, oh! It's on again! Rachel: Good for you Pheebs!",disgust,frustration|resignation,frustration|resignation,anger,heuristic_llm_fallback,0.55,"Unresolved words: frustration, resignation; used text-level fallback.",false
S0266,Come on!,"Rachel: Yknow, theyre not gonna get married anyway! Ross: Celebrate. Chandler: What?",anger,encouragement|impatience,encouragement|impatience,neutral,heuristic_llm_fallback,0.55,"Unresolved words: encouragement, impatience; used text-level fallback.",false
S0265,"Oh, no!","Ross: No, I mean its okay, I mean, theyre-theyre my friends. Ross: In fact, I-I-I was married to one of them. The Instructor: Let me get this straight man, you attacked your ex-wife?!",surprise,,,neutral,default_neutral,0.4,No mappable emotion words found.,false
S0267,Coming through!  Oh! Coming through!  Oh! Hello! Hi!  No! Right! Coming through!,,fear,urgent|alert,urgent|alert,surprise,heuristic_llm_fallback,0.55,"Unresolved words: urgent, alert; used text-level fallback.",false
S0268,Oh!,"Joey: But youre still moving in together, right? Because my ad came out today. Fireman #1: Yeah, most of the damage is pretty mostly contained in the bedrooms. Jade: Oh, and in case you were wondering, those are my legs on the new James Bond poster.",surprise,surprise|alarm,surprise|alarm,surprise,hybrid_dictionary_plus_fallback,0.75,Dictionary majority vote over normalized emotion words.,false
S0269,Everythings ruined. My bed. My clothes. Look at my favorite blue sweater.,"Chandler: Ok.  Ok. Having a phone has finally paid off. Chandler: Hows your room Rach? Ross: Even though you do do a good Bob impression, I'm thinkin' when she sees you tomorow, she's probably gonna realize, ""Hey, you're not Bob.""",sadness,distress|frustration,distress|frustration,neutral,heuristic_llm_fallback,0.55,"Unresolved words: distress, frustration; used text-level fallback.",false
S0270,Oh my god. You are pure evil.,"Ross: Even though you do do a good Bob impression, I'm thinkin' when she sees you tomorow, she's probably gonna realize, ""Hey, you're not Bob."" Rachel: Everythings ruined. My bed. My clothes. Look at my favorite blue sweater. Chandler: I'm hoping that when Bob doesn't show up, she will seek comfort in the open arms of the wry stranger at the next table.",disgust,anger|disgust,anger|disgust,neutral,default_neutral,0.4,No mappable emotion words found.,false
S0272,I won't!  Until I have my next cigarette.,"Phoebe: You can't put your cigarette out on a tree! The Smoking Woman: Yeah I can, it worked real well. Phoebe: No but you shouldn't! Don't ever do that again.",anger,defiant|stubborn,defiant|stubborn,anger,heuristic_llm_fallback,0.55,"Unresolved words: defiant, stubborn; used text-level fallback.",false
S0271,"I don't know, I just kinda ran into him last night.","Phoebe: What the hell is this?! Monica: Rachel, how did this happen? Ross: She is not  Shes gay. Oh my God. She is",fear,confused|uncertain,confused|uncertain,surprise,heuristic_llm_fallback,0.55,"Unresolved words: confused, uncertain; used text-level fallback.",false
S0274,My God!,,surprise,shock|surprise,shock|surprise,surprise,dictionary,0.8500000000000001,Dictionary majority vote over normalized emotion words.,false
S0273,What is the big deal?,"Ross: It's breast milk. Phoebe: So? Rachel: Phoebe, that is juice, squeezed from a person.",anger,confusion|curiosity,confusion|curiosity,neutral,heuristic_llm_fallback,0.55,"Unresolved words: confusion, curiosity; used text-level fallback.",false
S0276,They taste so good.,Chandler: I found this place that makes the greatest mozzarella sticks and jalepino poppers . Chandler: No? Chandler: Really?,joy,surprise|interest,surprise|interest,surprise,hybrid_dictionary_plus_fallback,0.75,Dictionary majority vote over normalized emotion words.,false
S0275,You are really frightening me.,"Monica: I'm sure they'll be here soon. Rachel: Yeah, honey, they wouldn't miss this. Joey: Relax. You're only at nine centimeters. And the baby's at zero station.",fear,anxious|frightened,anxious|frightened,fear,hybrid_dictionary_plus_fallback,0.75,Dictionary majority vote over normalized emotion words.,false
S0277,I'll sneak over as soon as Ross picks up Ben.,All: Aww! Monica: I can't wait to be with you! Phoebe: This sucks!,neutral,anticipation|anxiety,anticipation|anxiety,fear,hybrid_dictionary_plus_fallback,0.75,Dictionary majority vote over normalized emotion words.,false
S0278,"Please, what about you and Chandler?","Monica: Hey! Rachel: I just wanted to let you know I've changed my mind: I'm gonna    do it, I'm gonna kiss Joey. Monica: No, you can't! Friends hooking up is a bad idea.",anger,curious|concerned,curious|concerned,neutral,heuristic_llm_fallback,0.55,"Unresolved words: curious, concerned; used text-level fallback.",false
S0280,What?! What do you mean youre going to London?,"Rachel: Do you remember where the duck food is? Phoebe: Yeah, its in the guys apartment under the sink. Why? Rachel: Because Im going to London.",surprise,shock|confusion,shock|confusion,surprise,hybrid_dictionary_plus_fallback,0.75,Dictionary majority vote over normalized emotion words.,false
S0279,He's probably up in your room!,"Monica: This is crazy! I mean, it's such a stupid argument. I don't even wanna see Richard again. Phoebe: So go fix it! Phoebe: Go find Chandler!",sadness,,,neutral,default_neutral,0.4,No mappable emotion words found.,false
S0282,I just don’t know! It just doesn’t feel right.,"Phoebe: I  like to think of myself as the puppet master of the group. Rachel: And you really think this is a good idea? Phoebe: I just talked him into it, don’t tell me I have to do you too.  The puppet master gets tired people.",sadness,confusion|doubt,confusion|doubt,neutral,heuristic_llm_fallback,0.55,"Unresolved words: confusion, doubt; used text-level fallback.",false
S0281,Oh my God! He did it?,Rachel: Hi. Phoebe: Are you all right? Rachel: Uhh… I think I just got engaged.,surprise,surprise|excitement,surprise|excitement,neutral,default_neutral,0.4,No mappable emotion words found.,false
S0283,That would be no.,"Carol: Ross, you're being silly. I've tried it, it's no big deal. Just taste it. Ross: And I too am just a love machine. Joanna: Oh, I mustve said that after you left.",disgust,refusal|determination,refusal|determination,neutral,heuristic_llm_fallback,0.55,"Unresolved words: refusal, determination; used text-level fallback.",false
S0284,"Oh, you've tasted it.","Joanna: I dont want to lose you. Susan: Uh huh. Joanna: What if I, create a position for you?",anger,curious|reflective,curious|reflective,neutral,heuristic_llm_fallback,0.55,"Unresolved words: curious, reflective; used text-level fallback.",false
S0285,"Im sorry, I wa, I wa, I was just ah....","Rachel: Oh honey, come on, Im sorry, I didnt.... Rachel: I dont mind paying my dues, y'know, its just how much am I gonna learn about fashion by walking Mira, the arthritic seamstress, to the bathroom. Rachel: Hi! Is my misery amusing to you?",fear,apologetic|hesitant,apologetic|hesitant,neutral,heuristic_llm_fallback,0.55,"Unresolved words: apologetic, hesitant; used text-level fallback.",false
S0286,Oh - Oh my god!,"Phoebe: Bob! Phoebe: Robert! Phoebe: Oh wait, I think I hear him.",surprise,surprise|relief,surprise|relief,surprise,hybrid_dictionary_plus_fallback,0.75,Dictionary majority vote over normalized emotion words.,false
S0287,Bob    had babies!,"Phoebe: Robert! Phoebe: Oh wait, I think I hear him. Phoebe: Oh - Oh my god!",surprise,surprise|excitement,surprise|excitement,neutral,default_neutral,0.4,No mappable emotion words found.,false
S0288,Great. So the ball is in his court?,"Rachel: So if I said yes, he would know I had nothing better to do than wait around for an invitation to his stupid party. Rachel: I said, ""No!"" Rachel: Which puts",anger,anticipation|skepticism,anticipation|skepticism,joy,heuristic_llm_fallback,0.55,"Unresolved words: anticipation, skepticism; used text-level fallback.",false
S0290,You should serve it with vodka and a piece of celery.,"Monica: All right, that Ill retract. Monica: But I stand by my review, I know food and that wasnt it. Monica: Youre marinara sauce tasted like tomato juice!",disgust,critical|assertive,critical|assertive,neutral,heuristic_llm_fallback,0.55,"Unresolved words: critical, assertive; used text-level fallback.",false
S0289,What?! Why?!,"Danny: Oh, hey Rach! I thought we said seven? Rachel: Yeah uh, y'know what uh, let's skip it.",surprise,surprise|confusion,surprise|confusion,surprise,hybrid_dictionary_plus_fallback,0.75,Dictionary majority vote over normalized emotion words.,false
S0291,"Okay, this isn't working. I'm still awake and now I have to pee.","Phoebe: Okay. Phoebe: Just-just, you know, the-the lovely waterfalls, and the, the trickling fountains. Phoebe: And the-the calming sounds of the babbling brook....",disgust,frustration|discomfort,frustration|discomfort,neutral,heuristic_llm_fallback,0.55,"Unresolved words: frustration, discomfort; used text-level fallback.",false
S0292,Go! Go! Go! Go! Go! Go! Go! Go! Go! Go!,Rachel: But we should move quick. Chandler: Why? Rachel: Because I think I just heard her moving around in there.,fear,urgency|anxiety,urgency|anxiety,fear,hybrid_dictionary_plus_fallback,0.75,Dictionary majority vote over normalized emotion words.,false
S0294,How's it going?,"All: Hey, Pheebs. Phoebe: Hey.",neutral,curious|friendly,curious|friendly,neutral,heuristic_llm_fallback,0.55,"Unresolved words: curious, friendly; used text-level fallback.",false
S0293,"Noo!  Oh, its okay, its okay, baby, baby, baby.","Chandler: Well, the movie was great, dinner was great, and theres nothing like a cool, crisp New York evening. Joey: Wait. Give him a minute. Chandler: Thats me! Come on!",fear,reassuring|concerned,reassuring|concerned,joy,heuristic_llm_fallback,0.55,"Unresolved words: reassuring, concerned; used text-level fallback.",false
S0295,We hate that guy.,"Monica: Nothing, um, it's just, um... It's Roger. Ross: I dunno, there's just something about... Chandler: Basically we just feel that he's...",disgust,disgust|annoyance,disgust|annoyance,neutral,default_neutral,0.4,No mappable emotion words found.,false
S0296,Yeah. Hate him.,"Ross: I dunno, there's just something about... Chandler: Basically we just feel that he's... Rachel: We hate that guy.",disgust,dislike|annoyance,dislike|annoyance,anger,hybrid_dictionary_plus_fallback,0.75,Dictionary majority vote over normalized emotion words.,false
S0297,"Emily, do you think Monica realises how much our parents spent on this wedding?","Ross: She said what? Emily: She said, ""If Im not gonna be happy getting married somewhere that we find in a day, well then we should just postpone it."" Ross: Postpone it?",anger,,,neutral,default_neutral,0.4,No mappable emotion words found.,false
